http://linked.data.gov.au/def/cofog-a/111#Road transport#http://linked.data.gov.au/def/cofog/0454#Air transport  (CS)#4
http://linked.data.gov.au/def/cofog-a/092#Secondary education#http://linked.data.gov.au/def/cofog/092#Secondary education#0
http://linked.data.gov.au/def/cofog-a/1001#Sickness#http://linked.data.gov.au/def/cofog/1011#Sickness  (IS)#0
http://linked.data.gov.au/def/cofog-a/100#Sickness and disability#http://linked.data.gov.au/def/cofog/101#Sickness and disability#0
http://linked.data.gov.au/def/cofog-a/10#Social Protection#http://linked.data.gov.au/def/cofog/10#Social protection#0
http://linked.data.gov.au/def/cofog-a/10#Social Protection#http://linked.data.gov.au/def/cofog/108#R&D Social protection#4
http://linked.data.gov.au/def/cofog-a/10#Social Protection#http://linked.data.gov.au/def/cofog/1080#R&D Social protection  (CS)#4
http://linked.data.gov.au/def/cofog-a/0732#Specialised hospital services#http://linked.data.gov.au/def/cofog/0732#Specialized hospital services  (IS)#1
http://linked.data.gov.au/def/cofog-a/0722#Specialised medical services#http://linked.data.gov.au/def/cofog/0722#Specialized medical services  (IS)#1
http://linked.data.gov.au/def/cofog-a/064#Street lighting#http://linked.data.gov.au/def/cofog/064#Street lighting#0
http://linked.data.gov.au/def/cofog-a/064#Street lighting#http://linked.data.gov.au/def/cofog/0640#Street lighting  (CS)#0
http://linked.data.gov.au/def/cofog-a/0641#Street lighting#http://linked.data.gov.au/def/cofog/064#Street lighting#0
http://linked.data.gov.au/def/cofog-a/0641#Street lighting#http://linked.data.gov.au/def/cofog/0640#Street lighting  (CS)#0
http://linked.data.gov.au/def/cofog-a/095#Subsidiary services to education#http://linked.data.gov.au/def/cofog/096#Subsidiary services to education#0
http://linked.data.gov.au/def/cofog-a/095#Subsidiary services to education#http://linked.data.gov.au/def/cofog/0960#Subsidiary services to education  (IS)#0
http://linked.data.gov.au/def/cofog-a/1021#Survivors#http://linked.data.gov.au/def/cofog/103#Survivors#0
http://linked.data.gov.au/def/cofog-a/1021#Survivors#http://linked.data.gov.au/def/cofog/1030#Survivors  (IS)#0
http://linked.data.gov.au/def/cofog-a/102#Survivors#http://linked.data.gov.au/def/cofog/103#Survivors#0
http://linked.data.gov.au/def/cofog-a/102#Survivors#http://linked.data.gov.au/def/cofog/1030#Survivors  (IS)#0
http://linked.data.gov.au/def/cofog-a/093#Tertiary education#http://linked.data.gov.au/def/cofog/094#Tertiary education#0
http://linked.data.gov.au/def/cofog-a/093#Tertiary education#http://linked.data.gov.au/def/cofog/0912#Primary education  (IS)#4
http://linked.data.gov.au/def/cofog-a/0713#Therapeutic appliances and equipment#http://linked.data.gov.au/def/cofog/0713#Therapeutic appliances and equipment  (IS)#0
http://linked.data.gov.au/def/cofog-a/0463#Tourism#http://linked.data.gov.au/def/cofog/0473#Tourism  (CS)#0
http://linked.data.gov.au/def/cofog-a/0463#Tourism#http://linked.data.gov.au/def/cofog/106#Housing#4
http://linked.data.gov.au/def/cofog-a/0463#Tourism#http://linked.data.gov.au/def/cofog/1060#Housing  (IS)#4
http://linked.data.gov.au/def/cofog-a/017#Transfers of a general character between different levels of government#http://linked.data.gov.au/def/cofog/018#Transfers of a general character between different levels of government#0
http://linked.data.gov.au/def/cofog-a/017#Transfers of a general character between different levels of government#http://linked.data.gov.au/def/cofog/0180#Transfers of a general character between different levels of government  (CS)#0
http://linked.data.gov.au/def/cofog-a/0171#Transfers of a general character between different levels of government#http://linked.data.gov.au/def/cofog/018#Transfers of a general character between different levels of government#0
http://linked.data.gov.au/def/cofog-a/0171#Transfers of a general character between different levels of government#http://linked.data.gov.au/def/cofog/0180#Transfers of a general character between different levels of government  (CS)#0
http://linked.data.gov.au/def/cofog-a/11#Transport#http://linked.data.gov.au/def/cofog/045#Transport#0
http://linked.data.gov.au/def/cofog-a/11#Transport#http://linked.data.gov.au/def/cofog/0454#Air transport  (CS)#4
http://linked.data.gov.au/def/cofog-a/11#Transport#http://linked.data.gov.au/def/cofog/0485#R&D Transport  (CS)#4
http://linked.data.gov.au/def/cofog-a/1041#Unemployment#http://linked.data.gov.au/def/cofog/105#Unemployment#0
http://linked.data.gov.au/def/cofog-a/1041#Unemployment#http://linked.data.gov.au/def/cofog/1050#Unemployment  (IS)#0
http://linked.data.gov.au/def/cofog-a/104#Unemployment#http://linked.data.gov.au/def/cofog/105#Unemployment#0
http://linked.data.gov.au/def/cofog-a/104#Unemployment#http://linked.data.gov.au/def/cofog/1050#Unemployment  (IS)#0
http://linked.data.gov.au/def/cofog-a/051#Waste management#http://linked.data.gov.au/def/cofog/051#Waste management#0
http://linked.data.gov.au/def/cofog-a/051#Waste management#http://linked.data.gov.au/def/cofog/0510#Waste management  (CS)#0
http://linked.data.gov.au/def/cofog-a/052#Waste water management#http://linked.data.gov.au/def/cofog/052#Waste water management#0
http://linked.data.gov.au/def/cofog-a/052#Waste water management#http://linked.data.gov.au/def/cofog/0520#Waste water management  (CS)#0
http://linked.data.gov.au/def/cofog-a/063#Water supply#http://linked.data.gov.au/def/cofog/063#Water supply#0
http://linked.data.gov.au/def/cofog-a/063#Water supply#http://linked.data.gov.au/def/cofog/0630#Water supply  (CS)#0
http://linked.data.gov.au/def/cofog-a/0631#Water supply#http://linked.data.gov.au/def/cofog/063#Water supply#0
http://linked.data.gov.au/def/cofog-a/0631#Water supply#http://linked.data.gov.au/def/cofog/0630#Water supply  (CS)#0
http://linked.data.gov.au/def/cofog-a/113#Water transport#http://linked.data.gov.au/def/cofog/0452#Water transport  (CS)#0
http://linked.data.gov.au/def/cofog-a/113#Water transport#http://linked.data.gov.au/def/cofog/0454#Air transport  (CS)#3
